StartDevice,StartPort,EndDevice,EndPort,BandWidth,VlanID,VlanMode
str3-8101-32fh-01,Ethernet200,str3-z9332f-01,etp2,400000,514,Access
str3-8101-32fh-01,Ethernet208,str3-z9332f-01,etp3,400000,515,Access
str3-8101-32fh-01,Ethernet216,str3-z9332f-01,etp4,400000,516,Access
str3-8101-32fh-01,Ethernet224,str3-z9332f-01,etp5,400000,517,Access
str3-8101-32fh-01,Ethernet232,str3-z9332f-01,etp6,400000,518,Access
str3-8101-32fh-01,Ethernet240,str3-z9332f-01,etp7,400000,519,Access
str3-8101-32fh-01,Ethernet248,str3-z9332f-01,etp8,400000,520,Access
str3-8101-01,Ethernet0,str3-8101-fanout-02,Ethernet0,100000,673,Access
str3-8101-01,Ethernet4,str3-8101-fanout-02,Ethernet4,100000,674,Access
str3-8101-01,Ethernet8,str3-8101-fanout-02,Ethernet8,100000,675,Access
str3-8101-01,Ethernet12,str3-8101-fanout-02,Ethernet12,100000,676,Access
str3-8101-01,Ethernet16,str3-8101-fanout-02,Ethernet16,100000,677,Access
str3-8101-01,Ethernet20,str3-8101-fanout-02,Ethernet20,100000,678,Access
str3-8101-01,Ethernet24,str3-8101-fanout-02,Ethernet24,100000,679,Access
str3-8101-01,Ethernet28,str3-8101-fanout-02,Ethernet28,100000,680,Access
str3-8101-01,Ethernet32,str3-8101-fanout-02,Ethernet32,100000,681,Access
str3-8101-01,Ethernet36,str3-8101-fanout-02,Ethernet36,100000,682,Access
str3-8101-01,Ethernet40,str3-8101-fanout-02,Ethernet40,100000,683,Access
str3-8101-01,Ethernet44,str3-8101-fanout-02,Ethernet44,100000,684,Access
str3-8101-01,Ethernet48,str3-8101-fanout-02,Ethernet48,100000,685,Access
str3-8101-01,Ethernet52,str3-8101-fanout-02,Ethernet52,100000,686,Access
str3-8101-01,Ethernet56,str3-8101-fanout-02,Ethernet56,100000,687,Access
str3-8101-01,Ethernet60,str3-8101-fanout-02,Ethernet60,100000,688,Access
str3-8101-01,Ethernet64,str3-8101-fanout-02,Ethernet64,100000,689,Access
str3-8101-01,Ethernet68,str3-8101-fanout-02,Ethernet68,100000,690,Access
str3-8101-01,Ethernet72,str3-8101-fanout-02,Ethernet72,100000,691,Access
str3-8101-01,Ethernet76,str3-8101-fanout-02,Ethernet76,100000,692,Access
str3-8101-01,Ethernet80,str3-8101-fanout-02,Ethernet80,100000,693,Access
str3-8101-01,Ethernet84,str3-8101-fanout-02,Ethernet84,100000,694,Access
str3-8101-01,Ethernet88,str3-8101-fanout-02,Ethernet88,100000,695,Access
str3-8101-01,Ethernet92,str3-8101-fanout-02,Ethernet92,100000,696,Access
str3-8101-01,Ethernet96,str3-8101-fanout-02,Ethernet96,400000,697,Access
str3-8101-01,Ethernet104,str3-8101-fanout-02,Ethernet104,400000,698,Access
str3-8101-01,Ethernet112,str3-8101-fanout-02,Ethernet112,400000,699,Access
str3-8101-01,Ethernet120,str3-8101-fanout-02,Ethernet120,400000,700,Access
str3-8101-01,Ethernet128,str3-8101-fanout-02,Ethernet128,400000,701,Access
str3-8101-01,Ethernet136,str3-8101-fanout-02,Ethernet136,400000,702,Access
str3-8101-01,Ethernet144,str3-8101-fanout-02,Ethernet144,400000,703,Access
str3-8101-01,Ethernet152,str3-8101-fanout-02,Ethernet152,400000,704,Access
str3-8101-01,Ethernet160,str3-8101-fanout-02,Ethernet160,100000,705,Access
